,simplified,traditional,pinyin,meaning,hsk,audio_file
2793,水汽不停地在蒸发。,水汽不停地在蒸發。,Shuǐqì bùtíng de zài zhēngfā.,The steam is constantly evaporating.,6,2793.mp3
2794,她竖着写毛笔字。,她豎著寫毛筆字。,Tā shùzhe xiě máobǐzì.,She writes Chinese brush characters vertically.,6,2794.mp3
2795,他最近频繁地出差。,他最近頻繁地出差。,Tā zuìjìn pínfán de chūchāi.,"Recently, he's been going on business trips frequently.",6,2795.mp3
2796,瀑布很壮观。,瀑布很壯觀。,Pùbù hěn zhuàngguān.,The waterfall is spectacular.,6,2796.mp3
2797,与厂商直接交易来降低成本。,與廠商直接交易來降低成本。,Yǔ chǎngshāng zhíjiē jiāoyì lái jiàngdī chéngběn.,Dealing directly with the manufacturer lowers costs.,6,2797.mp3
2798,这里是新建的住宅区。,這裏是新建的住宅區。,Zhèli shì xīnjiàn de zhùzháiqū.,This is a newly-built residential complex.,6,2798.mp3
2799,学生很努力，老师很欣慰。,學生很努力，老師很欣慰。,"Xuésheng hěn nǔlì, lǎoshī hěn xīnwèi.",The teacher feels happy that the students are working hard.,6,2799.mp3
2800,条约上写得很清楚。,條約上寫得很清楚。,Tiáoyuē shàng xiěde hěn qīngchu.,It is clearly written in the treaty.,6,2800.mp3
2801,我在削苹果皮。,我在削蘋果皮。,Wǒ zài xiāo píngguǒ pí.,I'm peeling an apple.,6,2801.mp3
2802,他拥有公司的很多股份。,他擁有公司的很多股份。,Tā yōngyǒu gōngsī de hěn duō gǔfèn.,He owns a lot of stock in the company.,6,2802.mp3
2803,伊拉克侵略科威特。,伊拉克侵略科威特。,Yīlākè qīnlüè Kēwēitè.,Iraq invaded Kuwait.,6,2803.mp3
2804,幼鸟的羽翼渐渐丰满了。,幼鳥的羽翼漸漸豐滿了。,Yòuniǎo de yǔyì jiànjiàn fēngmǎn le.,The wings of the young birds have gradually become stronger.,6,2804.mp3
2805,今年玉米种的价格比去年偏高。,今年玉米種的價格比去年偏高。,Jīnnián yùmǐ zhǒng de jiàgé bǐ qùnián piān gāo.,The price of corn seed this year is a bit high compared to last year.,6,2805.mp3
2806,我准备更新我的电脑设备。,我準備更新我的電腦設備。,Wǒ zhǔnbèi gēngxīn wǒ de diànnǎo shèbèi.,I'm planning to update my computer equipment.,6,2806.mp3
2807,她架着拐杖往前走。,她架著拐杖往前走。,Tā jiàzhe guǎizhàng wǎng qián zǒu.,She's walking with crutches.,6,2807.mp3
2808,这架飞机体积庞大。,這架飛機體積龐大。,Zhèi jià fēijī tǐjī pángdà.,The size of this airplane is massive.,6,2808.mp3
2809,他们在山里徘徊，欣赏风景。,他們在山裏徘徊，欣賞風景。,"Tāmen zài shān lǐ páihuái, xīnshǎng fēngjǐng.","They're wandering in the mountain, appreciating the scenery.",6,2809.mp3
2810,他们从山坡上滑下来了。,他們從山坡上滑下來了。,Tāmen cóng shānpō shàng huá xiàlái le.,They're sliding down the slope.,6,2810.mp3
2811,她在收拾包袱。,她在收拾包袱。,Tā zài shōushi bāofu.,She's packing.,6,2811.mp3
2812,他的手臂很有劲。,他的手臂很有勁。,Tā de shǒubì hěn yǒujìn.,He has very strong arms.,6,2812.mp3
2813,肥皂在水中产生了很多泡沫。,肥皂在水中產生了很多泡沫。,Féizào zài shuǐ zhōng chǎnshēng le hěn duō pàomò.,Soap in water produces a lot of foam.,6,2813.mp3
2814,人人都应当捍卫世界和平。,人人都應當捍衛世界和平。,Rénrén dōu yīngdāng hànwèi shìjiè hépíng.,It's everyone's duty to defend world peace.,6,2814.mp3
2815,这个问题可以分成三个层次来讨论。,這個問題可以分成三個層次來討論。,Zhèige wèntí kěyǐ fēnchéng sānge céngcì lái tǎolùn.,This problem can be divided into three levels to discuss.,6,2815.mp3
2816,他在木桩上劈柴。,他在木樁上劈柴。,Tā zài mùzhuāng shàng pīchái.,He's chopping firewood on the tree stump.,6,2816.mp3
2817,病人苏醒了。,病人蘇醒了。,Bìngrén sūxǐng le.,The patient has regained consciousness.,6,2817.mp3
2818,这些管子是输送石油的渠道。,這些管子是輸送石油的渠道。,Zhèxiē guǎnzi shì shūsòng shíyóu de qúdào.,These pipes are means of transporting oil.,6,2818.mp3
2819,股票价格再创新高。,股票價格再創新高。,Gǔpiào jiàgé zài chuàng xīngāo.,Stock prices rose to new highs.,6,2819.mp3
2820,当前的问题是什么？,當前的問題是什麼？,Dāngqián de wèntí shì shénme?,What is the current problem?,6,2820.mp3
2821,公司的收益增加了。,公司的收益增加了。,Gōngsī de shōuyì zēngjiā le.,The company's income has increased.,6,2821.mp3
2822,瀑布很壮观。,瀑布很壯觀。,Pùbù hěn zhuàngguān.,The waterfall is spectacular.,6,2822.mp3
2823,青蛙以捕捉昆虫为食。,青蛙以捕捉昆蟲為食。,Qīngwā yǐ bǔzhuō kūnchóng wéi shí.,Frogs feed on insects.,6,2823.mp3
2824,这把刀很锋利。,這把刀很鋒利。,Zhè bǎ dāo hěn fēnglì.,This knife is sharp.,6,2824.mp3
2825,联合国对难民进行救济。,聯合國對難民進行救濟。,Liánhéguó duì nànmín jìnxíng jiùjì.,The United Nations is providing relief to the refugees.,6,2825.mp3
2826,他的管理手段很高明。,他的管理手段很高明。,Tā de guǎnlǐ shǒuduàn hěn gāomíng.,His management skills are very high.,6,2826.mp3
2827,他们举行了隆重的结婚典礼。,他們舉行了隆重的結婚典禮。,Tāmen jǔxíngle lóngzhòng de jiéhūn diǎnlǐ.,They held a magnificent wedding.,6,2827.mp3
2828,小鸟飞到树枝上了。,小鳥飛到樹枝上了。,Xiǎoniǎo fēidào shùzhī shang le.,The little bird flew onto the branch.,6,2828.mp3
2829,2008年奥运会是中国发展的一个机遇。,2008年奧運會是中國發展的一個機遇。,Èr líng líng bā nián àoyùn huì shì Zhōngguó fāzhǎn de yīge jīyù.,The 2008 Olympic Games is an opportunity for China's development.,6,2829.mp3
2830,你诽谤我！,你誹謗我！,Nǐ fěibàng wǒ!,How dare you slander me!,6,2830.mp3
2831,这次洪水影响的范围很大。,這次洪水影響的範圍很大。,Zhècì hóngshuǐ yǐngxiǎng de fànwéi hěn dà.,This flood has affected a large area.,6,2831.mp3
2832,公司扭转了亏损。,公司扭轉了虧損。,Gōngsī niǔzhuǎn le kuīsǔn.,The company reversed its losses.,6,2832.mp3
2833,我在申请一项发明专利。,我在申請一項發明專利。,Wǒ zài shēnqǐng yí xiàng fāmíng zhuānlì.,I'm applying for a patent for my invention.,6,2833.mp3
2834,如果 你 不 挑三拣四， 你 能 找 到 一份 工作。,如果 你 不 挑三揀四， 你 能 找 到 一份 工作。,"Rúguǒ nǐ bù tiāosānjiǎnsì, nǐ néng zhǎo dào yīfèn gōngzuò.","If you are not too picky, you can find a job.",6,2834.mp3
2835,他们两人愈来愈恩爱。,他們兩人愈來愈恩愛。,Tāmen liǎng rén yùláiyù ēn'ài.,They are getting more and more affectionate.,6,2835.mp3
2836,毕业了大家都充满了成功的喜悦。,畢業了大家都充滿了成功的喜悅。,Bìyèle dàjiā dōu chōngmǎnle chénggōng de xǐyuè.,"Upon graduating, everyone was filled with the joy of success.",6,2836.mp3
2837,残疾并不是不幸的遭遇。,殘疾並不是不幸的遭遇。,Cánjí bìng bùshì bùxìng de zāoyù.,Being disabled doesn't have to be a tale of misfortune.,6,2837.mp3
2838,我有一把手枪。,我有一把手槍。,Wǒ yǒu yī bǎ shǒuqiāng.,I've got a pistol.,6,2838.mp3
2839,这个月的生活开支减少了。,這個月的生活開支減少了。,Zhège yuè de shēnghuó kāizhī jiǎnshǎo le.,Living expenses for this month have decreased.,6,2839.mp3
2840,绘画促进大脑发育。,繪畫促進大腦發育。,Huìhuà cùjìn dànǎo fāyù.,Drawing can promote brain development.,6,2840.mp3
2841,她很疲倦。,她很疲倦。,Tā hěn píjuàn.,She's very tired.,6,2841.mp3
2842,警察抓获了一名歹徒。,警察抓獲了一名歹徒。,Jǐngchá zhuāhuòle yī míng dǎitú.,The police have apprehended a criminal.,6,2842.mp3
2843,狮子杀死了斑马。,獅子殺死了斑馬。,Shīzi shāsǐle bānmǎ.,The lion killed the zebra.,6,2843.mp3
2844,我被派到贫困地区工作。,我被派到貧困地區工作。,Wǒ bèi pàidào pínkùn dìqū gōngzuò.,I was sent to work in poor areas.,6,2844.mp3
2845,他反驳我的观点。,他反駁我的觀點。,Tā fǎnbó wǒ de guāndiǎn.,He refuted my point.,6,2845.mp3
2846,记者知道了这件事的内幕。,記者知道了這件事的內幕。,Jìzhě zhīdào le zhèjiàn shì de nèimù.,Reporters knew the inside story of this matter.,6,2846.mp3
2847,他在吃粥。,他在吃粥。,Tā zài chī zhōu.,He is eating congee [rice gruel].,6,2847.mp3
2848,他们的关系很融洽。,他們的關係很融洽。,Tāmen de guānxi hěn róngqià.,They are on very friendly terms with one another.,6,2848.mp3
2849,她把弟弟搂在怀里。,她把弟弟摟在懷裏。,Tā bǎ dìdi lǒu zài huáili.,She's holding her younger brother in her arms.,6,2849.mp3
2850,向导带领我们参观灯塔。,嚮導帶領我們參觀燈塔。,Xiàngdǎo dàilǐng wǒmen cānguān dēngtǎ.,The guide led us on a tour of the lighthouse.,6,2850.mp3
2851,他快被水淹没了。,他快被水淹沒了。,Tā kuài bèi shuǐ yānmò le.,He was about to be inundated by the water.,6,2851.mp3
2852,铀是放射性金属。,鈾是放射性金屬。,Yóu shì fàngshèxìng jīnshǔ.,Uranium is a type of radioactive metal.,6,2852.mp3
2853,太阳发出耀眼的光辉。,太陽發出耀眼的光輝。,Tàiyáng fāchū yàoyǎn de guānghuī.,The sun shone with dazzling brightness.,6,2853.mp3
2854,塞外风光优美。,塞外風光優美。,Sàiwài fēngguāng yōuměi.,The scenery north of the Great Wall is beautiful.,6,2854.mp3
2855,桌子上有一些面包屑。,桌子上有一些麵包屑。,Zhuōzi shàng yǒu yīxiē miànbāo xiè.,There are some bread crumbs on the table.,6,2855.mp3
2856,他很难伺候。,他很難伺候。,Tā hěn nán cìhòu.,He is difficult to take care of.,6,2856.mp3
2857,他是我们的模范。,他是我們的模範。,Tā shì wǒmen de mófàn.,He sets an example for us.,6,2857.mp3
2858,政府决定注重环保。,政府決定注重環保。,Zhèngfǔ juédìng zhùzhòng huánbǎo.,The government decided to emphasize environmental protection.,6,2858.mp3
2859,教徒遵循神父的教导。,教徒遵循神父的教導。,Jiàotú zūnxún shénfu de jiàodǎo.,The believers follow the priest's teachings.,6,2859.mp3
2860,他疲惫不堪。,他疲憊不堪。,Tā píbèi-bùkān.,He's utterly exhausted.,6,2860.mp3
2861,香港回归前曾是英国的殖民地。,香港回歸前曾是英國的殖民地。,Xiānggǎng huíguī qián céng shì Yīngguó de zhímíndì.,"Before its return to China, Hong Kong was a colony of the UK.",6,2861.mp3
2862,这里延伸出一大片沙洲。,這裏延伸出一大片沙洲。,Zhèli yánshēn chū yī dà piàn shāzhōu.,A large shoal extends from here.,6,2862.mp3
2863,他的生活很奢侈。,他的生活很奢侈。,Tā de shēnghuó hěn shēchǐ.,He lives an extravagant life.  ((He leads a sumptuous life.)),6,2863.mp3
2864,报纸上刊登了最新的旅游资讯。,報紙上刊登了最新的旅遊資訊。,Bàozhǐ shàng kāndēngle zuìxīn de lǚyóu zīxùn.,The newspaper has printed the latest travel information.,6,2864.mp3
2865,树林里有一条小溪。,樹林裏有一條小溪。,Shùlín lǐ yǒu yī tiáo xiǎoxī.,There's a stream in the wood.,6,2865.mp3
2866,这次挫折让他转变了。,這次挫折讓他轉變了。,Zhècì cuòzhé ràng tā zhuǎnbiàn le.,The recent frustrations made him change.,6,2866.mp3
2867,我的朋友遍布全世界。,我的朋友遍佈全世界。,Wǒ de péngyou biànbù quánshìjiè.,I have friends all over the world.,6,2867.mp3
2868,司机的疏忽导致了事故。,司機的疏忽導致了事故。,Sījī de shūhu dǎozhì le shìgù.,The driver's carelessness caused an accident.,6,2868.mp3
2869,政治决策要有前瞻性。,政治決策要有前瞻性。,Zhèngzhì juécè yào yǒu qiánzhānxìng.,Political decisions should be farsighted.,6,2869.mp3
2870,沙滩上有很多贝壳。,沙灘上有很多貝殼。,Shātān shàng yǒu hěn duō bèiké.,There are many shells on the shore.,6,2870.mp3
2871,飞机快要坠落了。,飛機快要墜落了。,Fēijī kuàiyào zhuìluò le.,The plane is about to crash.,6,2871.mp3
2872,街上有一些乞丐。,街上有一些乞丐。,Jiēshàng yǒu yīxiē qǐgài.,There are some beggars on the streets.,6,2872.mp3
2873,大家衷心地祝福新娘和新郎。,大家衷心地祝福新娘和新郎。,Dàjiā zhōngxīn de zhùfú xīnniáng hé xīnláng.,Everyone gave their sincere congratulations to the bride and groom.,6,2873.mp3
2874,中国人有拜祭祖宗的习俗。,中國人有拜祭祖宗的習俗。,Zhōngguórén yǒu bàijì zǔzōng de xísú.,The Chinese people practice the custom of ancestor worship.,6,2874.mp3
2875,他痛斥下属的无能。,他痛斥下屬的無能。,Tā tòngchì xiàshǔ de wúnéng.,He bitterly rebuked his subordinate for his incompetence.,6,2875.mp3
2876,香港是中国领土的一部分。,香港是中國領土的一部分。,Xiānggǎng shì zhōngguó lǐngtǔ de yī bù fēn.,Hong Kong is a part of the territory of China.,6,2876.mp3
2877,领事馆 什么时候 开门？,領事館 什麼時候 開門？,Lǐnɡshìɡuǎn shénmeshíhou kāimén?,When does the consulate open?,6,2877.mp3
2878,水渗透到屋子里来了。,水滲透到屋子裏來了。,Shuǐ shèntòu dào wūzi lǐ lái le.,Water has seeped into the room.,6,2878.mp3
2879,龙舟运动起源于中国。,龍舟運動起源於中國。,Lóngzhōu yùndòng qǐyuán yú Zhōngguó.,The dragon boat sport originated in China.,6,2879.mp3
2880,这件事情处理得很妥当。,這件事情處理得很妥當。,Zhèjiàn shìqing chǔlǐde hěn tuǒdang.,This matter was dealt with very appropriately.,6,2880.mp3
2881,他们的婚姻很美满。,他們的婚姻很美滿。,Tāmen de hūnyīn hěn měimǎn.,They have a happy marriage.,6,2881.mp3
2882,很侥幸没有人受伤。,很僥倖沒有人受傷。,Hěn jiǎoxìng méiyǒu rén shòushāng.,"Luckily, nobody got hurt.",6,2882.mp3
2883,兔子繁殖得很快。,兔子繁殖得很快。,Tùzi fánzhí de hěn kuài.,Rabbits breed rapidly.,6,2883.mp3
2884,车祸导致了交通堵塞。,車禍導致了交通堵塞。,Chēhuò dǎozhìle jiāotōng dǔsè.,Traffic accidents lead to traffic jams.,6,2884.mp3
2885,他们的谈判圆满成功。,他們的談判圓滿成功。,Tāmen de tánpàn yuánmǎn chénggōng.,Their negotiations are successful.,6,2885.mp3
2886,这是哪个国家的货币？,這是哪個國家的貨幣？,Zhè shì nǎ gè guójiā de huòbì?,Which country's currency is this?,6,2886.mp3
2887,我们应该多补充点维生素。,我們應該多補充點維生素。,Wǒmen yīnggāi duō bǔchōng diǎn wéishēngsù.,We should take more supplemental vitamins.,6,2887.mp3
2888,他们通过协商解决问题。,他們通過協商解決問題。,Tāmen tōngguò xiéshāng jiějué wèntí.,They solved the problem through negotiation.,6,2888.mp3
2889,广州市归广东省管辖。,廣州市歸廣東省管轄。,Guǎngzhōu Shì guī Guǎngdōng Shěng guǎnxiá.,Guangzhou is under the jurisdiction of Guangdong province.,6,2889.mp3
2890,外婆的脸上有很多皱纹。,外婆的臉上有很多皺紋。,Wàipó de liǎnshàng yǒu hěn duō zhòuwén.,There are a lot of wrinkles on my grandmother's face.,6,2890.mp3
2891,财政大臣发表了今年的预算报告。,財政大臣發表了今年的預算報告。,Cáizhèng dàchén fābiǎole jīnnián de yùsuàn bàogào.,The financial minister has delivered this year's budget report.,6,2891.mp3
2892,天空被烟雾笼罩着。,天空被煙霧籠罩著。,Tiānkōng bèi yānwù lǒngzhàozhe.,The sky is shrouded in smoke.,6,2892.mp3
2893,她被派遣出差。,她被派遣出差。,Tā bèi pàiqiǎn chūchāi.,She's been sent on a business trip.,6,2893.mp3
2894,他在调节音频设备。,他在調節音頻設備。,Tā zài tiáojié yīnpín shèbèi.,He's adjusting the audio equipment.,6,2894.mp3
2895,向崇高的卫士们致敬。,向崇高的衛士們致敬。,Xiàng chónggāo de wèishì men zhìjìng.,Salute the noble guards.,6,2895.mp3
2896,水坝非常坚固。,水壩非常堅固。,Shuǐbà fēicháng jiāngù.,The dam is very strong.,6,2896.mp3
2897,小刘向老板申请调动岗位。,小劉向老闆申請調動崗位。,Xiǎo Liú xiàng lǎobǎn shēnqǐng diàodòng gǎngwèi.,Xiao Liu requested a transfer in his position from his boss.,6,2897.mp3
